

NY,1558936800,26
NY,1558940400,26
NY,1558944000,23
NY,1558947600,23
NY,1558951200,23
NY,1558954800,23
NY,1558958400,25
NY,1558962000,27
NY,1558965600,29
NY,1558969200,30
NY,1558972800,31
NY,1558976400,33
NY,1558980000,33
NY,1558983600,32
NY,1558987200,32
NY,1558990800,32
NY,1558994400,29
NY,1558998000,25
NY,1559001600,37
NY,1559005200,41
NY,1559008800,26
NY,1559012400,24
NY,1559016000,21
NY,1559019600,25
NY,1559023200,21
NY,1559026800,25
NY,1559030400,20
NY,1559034000,21
NY,1559037600,20
NY,1559041200,21
NY,1559044800,22
NY,1559048400,30
NY,1559052000,32
NY,1559055600,25
NY,1559059200,29
NY,1559062800,31
NY,1559066400,30
NY,1559070000,32
NY,1559073600,30
NY,1559077200,35
NY,1559080800,38
NY,1559084400,47
NY,1559088000,60
NY,1559091600,42
NY,1559095200,36
NY,1559098800,48
NY,1559102400,46
NY,1559106000,45
NY,1559098800,43
NY,1559109600,51
NY,1559102400,38
NY,1559113200,42
NY,1559106000,18
NY,1559116800,30
NY,1559109600,23
NY,1559120400,24
NY,1559113200,23
NY,1559124000,28
NY,1559116800,26
NY,1559127600,30
NY,1559120400,23
NY,1559124000,23
NY,1559131200,47
NY,1559124000,24
NY,1559127600,25
NY,1559134800,59
NY,1559127600,20
NY,1559131200,29
NY,1559138400,48
NY,1559131200,13
NY,1559134800,38
NY,1559142000,40
NY,1559134800,10
NY,1559138400,31
NY,1559145600,45
NY,1559134800,11
NY,1559138400,17
NY,1559142000,23
NY,1559149200,47
NY,1559142000,18
NY,1559145600,27
NY,1559152800,41
NY,1559145600,16
NY,1559156400,30
NY,1559149200,19
NY,1559152800,23
NY,1559160000,31
NY,1559152800,20
NY,1559156400,17
NY,1559163600,22
NY,1559156400,19
NY,1559160000,23
NY,1559167200,15
NY,1559160000,22
NY,1559163600,23
NY,1559170800,17
NY,1559152800,21
NY,1559174400,27
NY,1559170800,18
NY,1559181600,35
NY,1559174400,25
NY,1559185200,55
NY,1559178000,23
NY,1559188800,59
NY,1559181600,25
NY,1559192400,53
NY,1559185200,25
NY,1559188800,25
NY,1559199600,48
NY,1559192400,22
NY,1559203200,53
NY,1559196000,24
NY,1559206800,54
NY,1559199600,21
NY,1559210400,48
NY,1559203200,20
NY,1559214000,62
NY,1559206800,21
NY,1559210400,34
NY,1559217600,75
NY,1559210400,19
NY,1559214000,31
NY,1559217600,51
NY,1559221200,73
NY,1559224800,61
NY,1559217600,38
NY,1559221200,50
NY,1559228400,52
NY,1559221200,37
NY,1559232000,58
NY,1559224800,28
NY,1559235600,61
NY,1559228400,28
NY,1559239200,56
NY,1559232000,28
NY,1559235600,35
NY,1559242800,58
NY,1559235600,29
NY,1559239200,31
NY,1559246400,59
NY,1559239200,28
NY,1559242800,36
NY,1559250000,54
NY,1559242800,25
NY,1559246400,37
NY,1559253600,49
NY,1559246400,25
NY,1559250000,31
NY,1559257200,44
NY,1559250000,29
NY,1559260800,13
NY,1559253600,41
NY,1559264400,12
NY,1559257200,17
NY,1559268000,16
NY,1559260800,16
NY,1559271600,36
NY,1559264400,16
NY,1559275200,54
NY,1559268000,21
NY,1559278800,63
NY,1559271600,30
NY,1559282400,58
NY,1559275200,20
NY,1559286000,70
NY,1559278800,27
NY,1559289600,54
NY,1559282400,10
NY,1559293200,55
NY,1559286000,14
NY,1559296800,42
LA,1559127600,62
LA,1559131200,64
LA,1559134800,64
LA,1559138400,65
LA,1559142000,67
LA,1559145600,66
LA,1559149200,65
LA,1559152800,65
LA,1559156400,64
LA,1559160000,63
LA,1559163600,56
LA,1559167200,52
LA,1559170800,44
LA,1559174400,37
LA,1559178000,28
LA,1559181600,26
LA,1559185200,31
LA,1559188800,26
LA,1559192400,18
LA,1559196000,18
LA,1559199600,16
LA,1559203200,15
LA,1559206800,14
LA,1559210400,8
LA,1559214000,6
LA,1559217600,11
LA,1559221200,11
LA,1559224800,11
LA,1559228400,11
LA,1559232000,12
LA,1559235600,15
LA,1559239200,16
LA,1559242800,18
LA,1559246400,19
LA,1559250000,20
LA,1559253600,21
LA,1559257200,23
LA,1559260800,26
LA,1559264400,24
LA,1559268000,20
LA,1559271600,24
LA,1559275200,27
LA,1559278800,33
LA,1559282400,32
LA,1559286000,31
LA,1559289600,28
LA,1559293200,25
LA,1559296800,26
CHICAGO,1559127600,55
CHICAGO,1559131200,56
CHICAGO,1559134800,65
CHICAGO,1559138400,63
CHICAGO,1559142000,57
CHICAGO,1559145600,48
CHICAGO,1559149200,40
CHICAGO,1559152800,40
CHICAGO,1559156400,57
CHICAGO,1559160000,58
CHICAGO,1559163600,68
CHICAGO,1559167200,76
CHICAGO,1559170800,77
CHICAGO,1559174400,68
CHICAGO,1559178000,68
CHICAGO,1559181600,56
CHICAGO,1559185200,56
CHICAGO,1559188800,61
CHICAGO,1559192400,60
CHICAGO,1559196000,68
CHICAGO,1559199600,72
CHICAGO,1559203200,68
CHICAGO,1559206800,66
CHICAGO,1559210400,64
CHICAGO,1559214000,56
CHICAGO,1559217600,52
CHICAGO,1559221200,52
CHICAGO,1559224800,48
CHICAGO,1559228400,52
CHICAGO,1559232000,52
CHICAGO,1559235600,51
CHICAGO,1559239200,53
CHICAGO,1559242800,56
CHICAGO,1559246400,56
CHICAGO,1559250000,48
CHICAGO,1559253600,44
CHICAGO,1559257200,49
CHICAGO,1559260800,40
CHICAGO,1559264400,42
CHICAGO,1559268000,41
CHICAGO,1559271600,45
CHICAGO,1559275200,55
CHICAGO,1559278800,62
CHICAGO,1559282400,70
CHICAGO,1559286000,70
CHICAGO,1559289600,67
CHICAGO,1559293200,68
CHICAGO,1559296800,68
LV,1559127600,20
LV,1559131200,24
LV,1559134800,22
LV,1559138400,27
LV,1559142000,29
LV,1559145600,31
LV,1559149200,34
LV,1559152800,34
LV,1559156400,36
LV,1559160000,38
LV,1559163600,39
LV,1559167200,40
LV,1559170800,40
LV,1559174400,39
LV,1559178000,37
LV,1559181600,29
LV,1559185200,24
LV,1559188800,23
LV,1559192400,24
LV,1559196000,23
LV,1559199600,23
LV,1559203200,24
LV,1559206800,22
LV,1559210400,25
LV,1559214000,23
LV,1559217600,24
LV,1559221200,23
LV,1559224800,26
LV,1559228400,32
LV,1559232000,36
LV,1559235600,42
LV,1559239200,46
LV,1559242800,44
LV,1559246400,44
LV,1559250000,45
LV,1559253600,45
LV,1559257200,45
LV,1559260800,45
LV,1559264400,40
LV,1559268000,38
LV,1559271600,36
LV,1559275200,39
LV,1559278800,35
LV,1559282400,32
LV,1559286000,28
NY,1559289600,15
NY,1559293200,21
NY,1559296800,21
NY,1559300400,27
NY,1559304000,23
NY,1559307600,41
LA,1559300400,30
LA,1559304000,33
LA,1559307600,39
LA,1559311200,47
CHICAGO,1559296800,70
CHICAGO,1559300400,46
CHICAGO,1559304000,45
CHICAGO,1559307600,54
LV,1559289600,27
LV,1559293200,25
LV,1559296800,24
LV,1559300400,23
LONDON,1559142000,25
LONDON,1559145600,27
LONDON,1559149200,29
LONDON,1559152800,33
LONDON,1559156400,37
LONDON,1559160000,45
LONDON,1559163600,47
LONDON,1559167200,41
LONDON,1559170800,33
LONDON,1559174400,33
LONDON,1559178000,29
LONDON,1559181600,25
LONDON,1559185200,29
